transaction_id,transaction_reference,account_id,transaction_type,amount,transaction_date,transaction_status,remarks,hour,day_of_week,day_of_month,month,is_weekend,account_average_amount,account_std_amount,account_transaction_count,amount_deviation,is_anomaly
4919,TXN00004919,359,Withdrawal,20429.93,2025-04-22 09:22:00,Success,Normal transaction,9,1,22,4,0,30611.99,16432.18,17,0.6196,0
4920,TXN00004920,263,NEFT,7130.1,2025-09-21 15:17:00,Success,Normal transaction,15,6,21,9,1,4601.04,2840.27,23,0.8904,0
4921,TXN00004921,156,Transfer,5989.82,2025-07-05 11:49:00,Success,Normal transaction,11,5,5,7,1,6527.77,2879.73,18,0.1868,0
4922,TXN00004922,19,Withdrawal,6937.68,2025-11-11 04:45:00,Success,Normal transaction,4,1,11,11,0,13888.43,8255.22,19,0.842,0
4923,TXN00004923,101,UPI,836.6,2025-05-18 07:24:00,Success,Normal transaction,7,6,18,5,1,1249.28,735.28,11,0.5613,0
4924,TXN00004924,291,Withdrawal,728.07,2025-01-07 05:10:00,Success,Normal transaction,5,1,7,1,0,1478.38,811.85,25,0.9242,0
4925,TXN00004925,310,Withdrawal,6142.56,2025-11-27 07:30:00,Success,Normal transaction,7,3,27,11,0,7237.3,3572.34,22,0.3064,0
4926,TXN00004926,434,Deposit,5868.71,2025-04-09 01:52:00,Success,Normal transaction,1,2,9,4,0,3194.83,1779.1,17,1.5029,0
4927,TXN00004927,428,Deposit,14288.91,2025-08-04 04:32:00,Pending,Normal transaction,4,0,4,8,0,27902.9,21769.22,14,0.6254,0
4928,TXN00004928,131,Deposit,11898.18,2025-10-27 05:37:00,Success,Normal transaction,5,0,27,10,0,9515.93,4494.47,22,0.53,0
4929,TXN00004929,471,NEFT,555.94,2025-09-08 03:29:00,Pending,Normal transaction,3,0,8,9,0,919.66,583.01,27,0.6239,0
4930,TXN00004930,285,UPI,12711.27,2025-07-14 02:23:00,Success,Normal transaction,2,0,14,7,0,14344.91,8130.57,22,0.2009,0
4931,TXN00004931,52,UPI,8494.49,2025-01-29 14:39:00,Success,Normal transaction,14,2,29,1,0,24419.58,23223.45,30,0.6857,0
4932,TXN00004932,253,IMPS,18913.75,2025-03-13 10:10:00,Success,Normal transaction,10,3,13,3,0,25718.96,10623.79,23,0.6406,0
4933,TXN00004933,477,Withdrawal,2074.77,2025-06-24 20:05:00,Success,Normal transaction,20,1,24,6,0,2637.96,1158.37,16,0.4862,0
4934,TXN00004934,465,NEFT,32403.25,2025-03-03 15:06:00,Success,Normal transaction,15,0,3,3,0,25010.6,14005.54,20,0.5278,0
4935,TXN00004935,293,UPI,23352.4,2025-07-11 23:57:00,Success,Normal transaction,23,4,11,7,0,24267.64,13702.97,20,0.0668,0
4936,TXN00004936,287,Withdrawal,6159.67,2025-06-24 08:12:00,Success,Normal transaction,8,1,24,6,0,13106.25,7713.17,20,0.9006,0
4937,TXN00004937,369,IMPS,9615.99,2025-07-25 03:38:00,Pending,Normal transaction,3,4,25,7,0,8118.91,7443.23,16,0.2011,0
4938,TXN00004938,499,IMPS,27361.29,2025-09-24 05:54:00,Success,Normal transaction,5,2,24,9,0,24951.7,15456.14,24,0.1559,0
4939,TXN00004939,187,Transfer,22887.96,2025-06-13 18:38:00,Success,Normal transaction,18,4,13,6,0,26812.79,19359.83,31,0.2027,0
4940,TXN00004940,487,Deposit,1605.31,2025-01-26 07:01:00,Success,Normal transaction,7,6,26,1,1,1717.32,958.8,22,0.1168,0
4941,TXN00004941,124,Deposit,2404.2,2025-09-24 09:35:00,Success,Normal transaction,9,2,24,9,0,3397.44,1632.14,18,0.6086,0
4942,TXN00004942,271,Withdrawal,22916.49,2025-01-21 09:09:00,Success,Normal transaction,9,1,21,1,0,27349.03,16682.98,15,0.2657,0
4943,TXN00004943,369,Deposit,6880.51,2025-12-06 23:44:00,Success,Normal transaction,23,5,6,12,1,8118.91,7443.23,16,0.1664,0
4944,TXN00004944,200,RTGS,81762.42,2025-07-15 13:28:00,Success,Unusually large transaction,13,1,15,7,0,23108.16,14375.39,26,4.0802,1
4945,TXN00004945,408,Withdrawal,569.2,2025-07-15 08:01:00,Success,Normal transaction,8,1,15,7,0,1012.88,467.85,23,0.9483,0
4946,TXN00004946,483,RTGS,10113.84,2025-09-02 07:20:00,Pending,Normal transaction,7,1,2,9,0,12278.76,6997.98,23,0.3094,0
4947,TXN00004947,185,IMPS,7851.39,2025-11-14 21:53:00,Success,Normal transaction,21,4,14,11,0,9155.73,6574.35,21,0.1984,0
4948,TXN00004948,242,IMPS,46016.31,2025-07-17 05:31:00,Success,Normal transaction,5,3,17,7,0,29493.12,16897.21,25,0.9779,0
4949,TXN00004949,477,UPI,1509.73,2025-10-06 09:18:00,Pending,Normal transaction,9,0,6,10,0,2637.96,1158.37,16,0.974,0
4950,TXN00004950,33,Withdrawal,1592.15,2025-07-24 03:35:00,Success,Normal transaction,3,3,24,7,0,2056.37,1081.0,16,0.4294,0
4951,TXN00004951,91,Withdrawal,30345.73,2025-09-27 09:09:00,Success,Unusually large transaction,9,5,27,9,1,4223.88,2630.27,21,9.9313,1
4952,TXN00004952,358,RTGS,9556.88,2025-08-30 18:49:00,Pending,Normal transaction,18,5,30,8,1,13930.63,6058.17,14,0.722,0
4953,TXN00004953,480,Transfer,11001.22,2025-08-12 01:50:00,Success,Normal transaction,1,1,12,8,0,13455.62,12164.03,20,0.2018,0
4954,TXN00004954,418,Withdrawal,13067.64,2025-10-18 14:47:00,Success,Normal transaction,14,5,18,10,1,8685.25,4483.47,16,0.9775,0
4955,TXN00004955,166,UPI,11742.8,2025-09-28 07:27:00,Success,Normal transaction,7,6,28,9,1,22400.12,11590.81,21,0.9195,0
4956,TXN00004956,204,Withdrawal,28487.37,2025-11-22 06:22:00,Success,Normal transaction,6,5,22,11,1,29589.7,12226.09,13,0.0902,0
4957,TXN00004957,437,RTGS,895.22,2025-01-10 20:44:00,Success,Normal transaction,20,4,10,1,0,2060.57,1026.33,24,1.1355,0
4958,TXN00004958,142,Deposit,4897.3,2025-09-25 22:15:00,Success,Normal transaction,22,3,25,9,0,8438.32,3932.44,19,0.9005,0
4959,TXN00004959,302,IMPS,11277.58,2025-07-13 11:21:00,Success,Normal transaction,11,6,13,7,1,17393.68,10991.0,20,0.5565,0
4960,TXN00004960,63,IMPS,52264.71,2025-07-28 04:43:00,Success,Normal transaction,4,0,28,7,0,24279.88,14202.97,16,1.9704,0
4961,TXN00004961,342,IMPS,10402.74,2025-05-23 07:05:00,Success,Normal transaction,7,4,23,5,0,14659.61,5945.04,13,0.716,0
4962,TXN00004962,460,Deposit,1016.47,2025-10-30 12:37:00,Success,Normal transaction,12,3,30,10,0,3747.12,2376.66,28,1.1489,0
4963,TXN00004963,155,UPI,8209.77,2025-08-13 23:13:00,Success,Normal transaction,23,2,13,8,0,22633.49,11668.31,24,1.2361,0
4964,TXN00004964,415,Deposit,16281.91,2025-10-28 11:34:00,Success,Normal transaction,11,1,28,10,0,18300.59,9371.59,22,0.2154,0
4965,TXN00004965,395,Withdrawal,12403.22,2025-03-17 21:53:00,Pending,Normal transaction,21,0,17,3,0,10911.15,9192.51,21,0.1623,0
4966,TXN00004966,349,RTGS,11897.84,2025-01-22 20:04:00,Success,Normal transaction,20,2,22,1,0,9721.88,4464.94,23,0.4873,0
4967,TXN00004967,352,UPI,23558.16,2025-12-27 22:40:00,Pending,Normal transaction,22,5,27,12,1,26594.61,13576.58,31,0.2237,0
4968,TXN00004968,421,Withdrawal,37699.44,2025-05-02 14:44:00,Success,Normal transaction,14,4,2,5,0,21986.97,12379.57,16,1.2692,0
4969,TXN00004969,62,Deposit,5312.51,2025-11-22 05:29:00,Success,Normal transaction,5,5,22,11,1,8406.53,4464.5,15,0.693,0
4970,TXN00004970,478,Transfer,23016.36,2025-08-20 19:19:00,Success,Normal transaction,19,2,20,8,0,19029.07,11821.66,26,0.3373,0
4971,TXN00004971,186,NEFT,6793.59,2025-07-23 10:10:00,Success,Normal transaction,10,2,23,7,0,15638.52,10303.38,19,0.8584,0
4972,TXN00004972,91,Withdrawal,2085.18,2025-12-02 10:31:00,Success,Normal transaction,10,1,2,12,0,4223.88,2630.27,21,0.8131,0
4973,TXN00004973,433,UPI,5791.34,2025-12-29 16:08:00,Success,Normal transaction,16,0,29,12,0,17965.95,9915.73,17,1.2278,0
4974,TXN00004974,255,Deposit,3999.84,2025-04-30 03:07:00,Success,Normal transaction,3,2,30,4,0,5491.27,3846.17,16,0.3878,0
4975,TXN00004975,479,NEFT,23638.74,2025-01-19 10:24:00,Success,Normal transaction,10,6,19,1,1,26769.88,14804.69,17,0.2115,0
4976,TXN00004976,211,UPI,14847.08,2025-04-18 11:17:00,Success,Normal transaction,11,4,18,4,0,16002.5,9590.35,20,0.1205,0
4977,TXN00004977,228,Withdrawal,10481.64,2025-04-07 03:51:00,Success,Normal transaction,3,0,7,4,0,13426.0,6922.32,24,0.4253,0
4978,TXN00004978,205,UPI,9220.69,2025-10-24 04:15:00,Success,Normal transaction,4,4,24,10,0,16275.82,6448.32,22,1.0941,0
4979,TXN00004979,240,Deposit,4358.46,2025-07-22 21:53:00,Success,Normal transaction,21,1,22,7,0,6008.84,2935.02,22,0.5623,0
4980,TXN00004980,331,NEFT,4046.79,2025-09-18 00:56:00,Success,Normal transaction,0,3,18,9,0,10047.01,4604.43,26,1.3031,0
4981,TXN00004981,417,Withdrawal,16262.67,2025-02-15 18:56:00,Success,Normal transaction,18,5,15,2,1,9865.07,7232.49,21,0.8846,0
4982,TXN00004982,480,Withdrawal,11267.97,2025-02-03 05:26:00,Success,Normal transaction,5,0,3,2,0,13455.62,12164.03,20,0.1798,0
4983,TXN00004983,472,Deposit,18541.76,2025-05-10 17:56:00,Success,Normal transaction,17,5,10,5,1,31525.15,15351.65,22,0.8457,0
4984,TXN00004984,34,Withdrawal,56906.11,2025-08-21 20:42:00,Success,Normal transaction,20,3,21,8,0,28678.25,16126.07,22,1.7504,0
4985,TXN00004985,434,IMPS,1503.58,2025-03-29 07:40:00,Success,Normal transaction,7,5,29,3,1,3194.83,1779.1,17,0.9506,0
4986,TXN00004986,310,Withdrawal,3842.0,2025-03-31 20:53:00,Success,Normal transaction,20,0,31,3,0,7237.3,3572.34,22,0.9504,0
4987,TXN00004987,112,UPI,2435.05,2025-03-05 05:43:00,Success,Normal transaction,5,2,5,3,0,5381.02,2869.25,21,1.0267,0
4988,TXN00004988,85,RTGS,7821.58,2025-05-25 12:19:00,Success,Normal transaction,12,6,25,5,1,8460.86,4196.15,19,0.1523,0
4989,TXN00004989,194,Transfer,20301.05,2025-09-13 15:17:00,Success,Normal transaction,15,5,13,9,1,17813.76,10162.96,22,0.2447,0
4990,TXN00004990,266,UPI,28011.22,2025-05-09 04:00:00,Success,Normal transaction,4,4,9,5,0,25773.22,11216.45,13,0.1995,0
4991,TXN00004991,14,Transfer,23464.03,2025-05-16 19:05:00,Success,Normal transaction,19,4,16,5,0,8772.23,6741.72,21,2.1792,0
4992,TXN00004992,324,NEFT,2135.4,2025-06-29 05:27:00,Success,Normal transaction,5,6,29,6,1,8330.58,6446.59,14,0.961,0
4993,TXN00004993,369,Withdrawal,7403.28,2025-09-14 11:59:00,Success,Normal transaction,11,6,14,9,1,8118.91,7443.23,16,0.0961,0
4994,TXN00004994,441,UPI,1897.99,2025-06-05 06:05:00,Success,Normal transaction,6,3,5,6,0,2926.78,1766.4,21,0.5824,0
4995,TXN00004995,76,Deposit,13298.92,2025-11-19 08:38:00,Success,Normal transaction,8,2,19,11,0,25982.71,16484.48,26,0.7694,0
4996,TXN00004996,316,Deposit,12481.62,2025-05-07 22:13:00,Success,Normal transaction,22,2,7,5,0,17421.17,7191.45,24,0.6869,0
4997,TXN00004997,187,NEFT,12449.39,2025-06-11 16:46:00,Success,Normal transaction,16,2,11,6,0,26812.79,19359.83,31,0.7419,0
4998,TXN00004998,116,Deposit,55186.89,2025-11-05 04:25:00,Success,Normal transaction,4,2,5,11,0,26365.46,18219.3,20,1.5819,0
4999,TXN00004999,260,Withdrawal,4578.36,2025-01-26 07:26:00,Success,Normal transaction,7,6,26,1,1,3471.46,2135.04,30,0.5184,0
5000,TXN00005000,47,RTGS,8241.4,2025-12-01 07:36:00,Success,Normal transaction,7,0,1,12,0,8115.43,2524.73,23,0.0499,0
5001,TXN00005001,96,Withdrawal,26485.47,2025-12-29 12:16:00,Success,Normal transaction,12,0,29,12,0,16685.25,7369.82,18,1.3298,0
5002,TXN00005002,62,UPI,3111.01,2025-04-26 08:09:00,Success,Normal transaction,8,5,26,4,1,8406.53,4464.5,15,1.1861,0
5003,TXN00005003,103,Withdrawal,3945.03,2025-03-13 20:23:00,Success,Normal transaction,20,3,13,3,0,6951.39,2532.04,14,1.1873,0
5004,TXN00005004,64,Deposit,2789.07,2025-03-14 15:43:00,Success,Normal transaction,15,4,14,3,0,8434.28,4141.88,20,1.363,0
5005,TXN00005005,433,IMPS,10649.99,2025-06-11 20:17:00,Success,Normal transaction,20,2,11,6,0,17965.95,9915.73,17,0.7378,0
5006,TXN00005006,286,UPI,1508.99,2025-05-14 04:08:00,Success,Normal transaction,4,2,14,5,0,1477.06,872.96,16,0.0366,0
5007,TXN00005007,494,NEFT,5406.33,2025-11-13 13:39:00,Pending,Normal transaction,13,3,13,11,0,5547.5,2740.4,20,0.0515,0
5008,TXN00005008,391,Deposit,26887.6,2025-07-08 01:36:00,Success,Normal transaction,1,1,8,7,0,34046.16,19056.37,35,0.3757,0
5009,TXN00005009,245,Deposit,404.38,2025-11-19 07:16:00,Success,Normal transaction,7,2,19,11,0,1050.39,415.62,16,1.5543,0
5010,TXN00005010,68,Deposit,31347.34,2025-06-07 18:56:00,Failed,Normal transaction,18,5,7,6,1,25731.92,14191.68,18,0.3957,0
5011,TXN00005011,79,Deposit,10590.07,2025-04-28 12:25:00,Success,Normal transaction,12,0,28,4,0,8567.9,3886.75,33,0.5203,0
5012,TXN00005012,261,Deposit,23298.21,2025-03-19 06:45:00,Success,Normal transaction,6,2,19,3,0,19036.86,8338.52,19,0.511,0
5013,TXN00005013,150,Deposit,2587.07,2025-04-23 02:47:00,Success,Normal transaction,2,2,23,4,0,6943.75,4252.75,17,1.0244,0
5014,TXN00005014,344,NEFT,13209.11,2025-04-23 08:17:00,Success,Normal transaction,8,2,23,4,0,11168.38,4713.59,16,0.4329,0
5015,TXN00005015,341,IMPS,6527.46,2025-05-15 01:56:00,Success,Normal transaction,1,3,15,5,0,12113.48,6357.39,18,0.8787,0
5016,TXN00005016,491,Withdrawal,9374.04,2025-02-11 14:56:00,Success,Normal transaction,14,1,11,2,0,10209.73,4959.37,26,0.1685,0
5017,TXN00005017,421,RTGS,26690.38,2025-09-03 18:49:00,Success,Normal transaction,18,2,3,9,0,21986.97,12379.57,16,0.3799,0
5018,TXN00005018,336,Deposit,1574.81,2025-10-11 16:57:00,Success,Normal transaction,16,5,11,10,1,1692.19,762.9,20,0.1539,0
5019,TXN00005019,460,Transfer,2135.43,2025-12-15 15:26:00,Success,Normal transaction,15,0,15,12,0,3747.12,2376.66,28,0.6781,0
5020,TXN00005020,126,Deposit,11002.04,2025-03-25 13:13:00,Success,Normal transaction,13,1,25,3,0,13692.72,6873.4,27,0.3915,0
5021,TXN00005021,140,Withdrawal,10469.73,2025-12-25 02:24:00,Success,Normal transaction,2,3,25,12,0,31674.22,27460.8,24,0.7722,0
5022,TXN00005022,424,Deposit,23745.63,2025-12-20 13:53:00,Success,Normal transaction,13,5,20,12,1,18788.09,6193.15,13,0.8005,0
5023,TXN00005023,118,NEFT,4529.56,2025-08-11 00:20:00,Success,Normal transaction,0,0,11,8,0,4968.04,2155.56,14,0.2034,0
5024,TXN00005024,335,Transfer,3010.12,2025-04-19 03:10:00,Success,Unusual transaction time,3,5,19,4,1,1893.87,1309.86,21,0.8522,1
5025,TXN00005025,338,Deposit,13279.32,2025-10-08 14:46:00,Success,Normal transaction,14,2,8,10,0,20212.4,11227.36,28,0.6175,0
5026,TXN00005026,339,Deposit,9085.36,2025-07-28 20:36:00,Success,Normal transaction,20,0,28,7,0,14990.61,8910.38,17,0.6627,0
5027,TXN00005027,118,Transfer,3330.85,2025-12-11 19:28:00,Success,Normal transaction,19,3,11,12,0,4968.04,2155.56,14,0.7595,0
5028,TXN00005028,198,Deposit,36396.99,2025-07-21 14:17:00,Success,Normal transaction,14,0,21,7,0,23064.46,10984.31,16,1.2138,0
5029,TXN00005029,24,Withdrawal,6414.5,2025-07-03 02:00:00,Success,Normal transaction,2,3,3,7,0,12307.37,8752.78,10,0.6733,0
5030,TXN00005030,410,Deposit,3900.93,2025-02-19 00:01:00,Success,Normal transaction,0,2,19,2,0,3579.6,1493.4,19,0.2152,0
5031,TXN00005031,220,IMPS,17264.26,2025-07-14 21:50:00,Success,Normal transaction,21,0,14,7,0,25148.11,14442.06,18,0.5459,0
5032,TXN00005032,290,UPI,5051.22,2025-09-07 04:44:00,Success,Normal transaction,4,6,7,9,1,16948.98,11457.09,23,1.0385,0
5033,TXN00005033,140,Deposit,17763.75,2025-03-08 12:00:00,Success,Normal transaction,12,5,8,3,1,31674.22,27460.8,24,0.5066,0
5034,TXN00005034,193,Transfer,11795.05,2025-06-04 00:34:00,Success,Normal transaction,0,2,4,6,0,27801.58,12852.56,22,1.2454,0
5035,TXN00005035,231,Transfer,20348.8,2025-09-18 12:10:00,Success,Normal transaction,12,3,18,9,0,21180.62,8283.19,20,0.1004,0
5036,TXN00005036,31,Withdrawal,7993.74,2025-01-01 09:13:00,Success,Normal transaction,9,2,1,1,0,18815.56,14299.39,12,0.7568,0
5037,TXN00005037,10,Deposit,29700.54,2025-11-13 11:07:00,Failed,Normal transaction,11,3,13,11,0,19546.32,8520.44,16,1.1917,0
5038,TXN00005038,342,Deposit,11508.88,2025-12-28 06:30:00,Success,Normal transaction,6,6,28,12,1,14659.61,5945.04,13,0.53,0
5039,TXN00005039,374,UPI,15629.92,2025-04-19 23:41:00,Success,Normal transaction,23,5,19,4,1,17935.43,9305.23,19,0.2478,0
5040,TXN00005040,482,Deposit,25167.61,2025-06-27 10:06:00,Success,Normal transaction,10,4,27,6,0,18094.8,9672.47,20,0.7312,0
5041,TXN00005041,221,RTGS,28226.04,2025-10-21 20:15:00,Success,Normal transaction,20,1,21,10,0,20173.1,12976.58,20,0.6206,0
5042,TXN00005042,291,Transfer,1233.54,2025-10-23 15:04:00,Success,Normal transaction,15,3,23,10,0,1478.38,811.85,25,0.3016,0
5043,TXN00005043,489,Transfer,15563.03,2025-06-07 00:13:00,Success,Normal transaction,0,5,7,6,1,35003.59,15868.95,13,1.2251,0
5044,TXN00005044,219,Withdrawal,6187.76,2025-12-19 08:17:00,Success,Normal transaction,8,4,19,12,0,18901.13,11360.95,21,1.119,0
5045,TXN00005045,409,Transfer,15552.76,2025-05-15 23:39:00,Success,Normal transaction,23,3,15,5,0,31801.51,22263.54,16,0.7298,0
5046,TXN00005046,334,Withdrawal,2381.27,2025-01-21 14:53:00,Success,Normal transaction,14,1,21,1,0,4021.06,2790.03,21,0.5877,0
5047,TXN00005047,174,UPI,6416.03,2025-12-12 23:55:00,Success,Normal transaction,23,4,12,12,0,6107.5,3240.61,14,0.0952,0
5048,TXN00005048,216,Withdrawal,5221.15,2025-06-01 11:08:00,Pending,Normal transaction,11,6,1,6,1,7175.74,4965.24,19,0.3937,0
5049,TXN00005049,351,Transfer,18725.81,2025-08-13 20:06:00,Success,Normal transaction,20,2,13,8,0,15052.7,7030.43,27,0.5225,0
5050,TXN00005050,309,Deposit,14263.36,2025-10-06 07:58:00,Success,Normal transaction,7,0,6,10,0,24758.81,26535.48,23,0.3955,0
5051,TXN00005051,97,Deposit,12895.96,2025-09-01 20:17:00,Success,Normal transaction,20,0,1,9,0,19269.27,11997.24,24,0.5312,0
5052,TXN00005052,64,Deposit,17721.6,2025-04-26 10:40:00,Success,Normal transaction,10,5,26,4,1,8434.28,4141.88,20,2.2423,0
5053,TXN00005053,36,Withdrawal,24505.74,2025-01-18 03:01:00,Success,Normal transaction,3,5,18,1,1,25491.19,14442.71,17,0.0682,0
5054,TXN00005054,249,NEFT,23325.61,2025-07-18 06:34:00,Failed,Normal transaction,6,4,18,7,0,32436.27,24925.77,20,0.3655,0
5055,TXN00005055,289,Transfer,5400.72,2025-07-26 20:52:00,Success,Normal transaction,20,5,26,7,1,7442.42,4492.82,23,0.4544,0
5056,TXN00005056,365,Deposit,226300.22,2025-04-13 03:34:00,Success,Unusually large transaction,3,6,13,4,1,35790.21,40075.25,21,4.7538,1
5057,TXN00005057,288,Withdrawal,8640.44,2025-08-11 22:42:00,Success,Normal transaction,22,0,11,8,0,15463.9,7794.08,19,0.8755,0
5058,TXN00005058,341,UPI,9316.02,2025-12-28 11:25:00,Success,Normal transaction,11,6,28,12,1,12113.48,6357.39,18,0.44,0
5059,TXN00005059,294,Withdrawal,14129.71,2025-11-24 18:44:00,Pending,Normal transaction,18,0,24,11,0,10164.86,5725.59,30,0.6925,0
5060,TXN00005060,454,IMPS,20097.12,2025-11-02 16:21:00,Success,Normal transaction,16,6,2,11,1,21769.09,9128.0,17,0.1832,0
5061,TXN00005061,198,RTGS,10699.7,2025-11-07 15:54:00,Success,Normal transaction,15,4,7,11,0,23064.46,10984.31,16,1.1257,0
5062,TXN00005062,18,Deposit,35321.74,2025-08-29 18:06:00,Success,Normal transaction,18,4,29,8,0,17238.55,8153.48,10,2.2178,0
5063,TXN00005063,209,Deposit,744.08,2025-08-18 04:23:00,Success,Normal transaction,4,0,18,8,0,718.77,460.37,26,0.055,0
5064,TXN00005064,241,Deposit,10858.35,2025-10-09 03:57:00,Failed,Normal transaction,3,3,9,10,0,29660.66,21699.6,30,0.8665,0
5065,TXN00005065,290,Withdrawal,11744.59,2025-05-16 18:49:00,Pending,Normal transaction,18,4,16,5,0,16948.98,11457.09,23,0.4543,0
5066,TXN00005066,226,Deposit,6885.1,2025-09-18 18:08:00,Success,Normal transaction,18,3,18,9,0,7421.66,3395.48,25,0.158,0
5067,TXN00005067,357,Withdrawal,2935.5,2025-08-22 19:33:00,Success,Normal transaction,19,4,22,8,0,1463.84,907.04,20,1.6225,0
5068,TXN00005068,356,Withdrawal,8828.37,2025-12-06 07:05:00,Success,Normal transaction,7,5,6,12,1,17778.9,9450.76,21,0.9471,0
5069,TXN00005069,92,Withdrawal,30746.51,2025-03-22 04:31:00,Success,Normal transaction,4,5,22,3,1,19256.39,9605.39,26,1.1962,0
5070,TXN00005070,83,Withdrawal,18583.86,2025-05-31 06:34:00,Success,Normal transaction,6,5,31,5,1,10566.2,6397.56,18,1.2532,0
5071,TXN00005071,121,IMPS,14353.42,2025-08-17 15:47:00,Success,Normal transaction,15,6,17,8,1,22773.57,12552.96,22,0.6708,0
5072,TXN00005072,470,Transfer,20687.63,2025-09-02 05:31:00,Success,Normal transaction,5,1,2,9,0,28413.21,15703.04,24,0.492,0
5073,TXN00005073,179,RTGS,13261.9,2025-10-29 10:15:00,Success,Normal transaction,10,2,29,10,0,31813.82,25881.29,19,0.7168,0
5074,TXN00005074,127,Deposit,18366.66,2025-08-29 14:17:00,Success,Normal transaction,14,4,29,8,0,24549.47,12731.01,23,0.4856,0
5075,TXN00005075,448,RTGS,18580.06,2025-08-01 17:51:00,Success,Normal transaction,17,4,1,8,0,25111.29,16182.85,30,0.4036,0
5076,TXN00005076,158,UPI,27539.34,2025-02-23 03:39:00,Success,Normal transaction,3,6,23,2,1,18934.47,8253.43,19,1.0426,0
5077,TXN00005077,157,Transfer,30904.14,2025-10-16 00:14:00,Success,Normal transaction,0,3,16,10,0,18083.55,8033.37,26,1.5959,0
5078,TXN00005078,309,Transfer,13241.85,2025-06-26 13:15:00,Success,Normal transaction,13,3,26,6,0,24758.81,26535.48,23,0.434,0
5079,TXN00005079,484,NEFT,5380.21,2025-07-20 19:44:00,Success,Normal transaction,19,6,20,7,1,17386.4,14221.81,23,0.8442,0
5080,TXN00005080,146,Deposit,1387.42,2025-07-16 08:17:00,Success,Normal transaction,8,2,16,7,0,1367.21,827.28,30,0.0244,0
5081,TXN00005081,136,Deposit,9893.46,2025-05-05 18:20:00,Success,Normal transaction,18,0,5,5,0,10105.63,7791.89,24,0.0272,0
5082,TXN00005082,25,Transfer,13390.15,2025-12-31 10:56:00,Success,Normal transaction,10,2,31,12,0,15403.5,8587.63,20,0.2344,0
5083,TXN00005083,310,UPI,5961.94,2025-06-09 03:01:00,Failed,Normal transaction,3,0,9,6,0,7237.3,3572.34,22,0.357,0
5084,TXN00005084,343,NEFT,5080.34,2025-07-16 07:45:00,Success,Normal transaction,7,2,16,7,0,5876.52,4024.53,25,0.1978,0
5085,TXN00005085,81,Deposit,49815.04,2025-01-06 19:23:00,Failed,Unusual transaction time,4,0,6,1,0,24397.24,13126.37,17,1.9364,1
5086,TXN00005086,390,Transfer,25002.35,2025-04-04 23:59:00,Success,Normal transaction,23,4,4,4,0,27698.9,16744.62,22,0.161,0
5087,TXN00005087,89,Deposit,18108.69,2025-12-15 14:32:00,Success,Normal transaction,14,0,15,12,0,26369.8,15942.63,15,0.5182,0
5088,TXN00005088,246,Withdrawal,17653.43,2025-09-11 05:19:00,Success,Normal transaction,5,3,11,9,0,25643.27,13463.94,16,0.5934,0
5089,TXN00005089,323,UPI,15187.64,2025-10-28 14:10:00,Success,Normal transaction,14,1,28,10,0,19437.7,10774.35,17,0.3945,0
5090,TXN00005090,242,NEFT,58725.95,2025-04-07 01:19:00,Success,Normal transaction,1,0,7,4,0,29493.12,16897.21,25,1.73,0
5091,TXN00005091,65,Deposit,6674.88,2025-01-08 09:34:00,Success,Normal transaction,9,2,8,1,0,6476.28,3679.54,20,0.054,0
5092,TXN00005092,143,Transfer,12545.26,2025-08-10 15:32:00,Success,Normal transaction,15,6,10,8,1,16629.69,9355.99,24,0.4366,0
5093,TXN00005093,33,Deposit,1605.91,2025-06-12 17:00:00,Success,Unusual transaction time,3,3,12,6,0,2056.37,1081.0,16,0.4167,1
5094,TXN00005094,422,Deposit,36322.07,2025-09-17 01:33:00,Success,Normal transaction,1,2,17,9,0,22621.19,11252.39,25,1.2176,0
5095,TXN00005095,399,Deposit,55527.52,2025-12-03 00:47:00,Success,Normal transaction,0,2,3,12,0,24526.43,17380.21,14,1.7837,0
5096,TXN00005096,202,NEFT,3281.83,2025-10-13 03:48:00,Success,Normal transaction,3,0,13,10,0,3465.62,2542.56,24,0.0723,0
5097,TXN00005097,299,Withdrawal,16494.91,2025-12-10 05:29:00,Pending,Normal transaction,5,2,10,12,0,17687.71,9114.99,22,0.1309,0
5098,TXN00005098,285,IMPS,14967.62,2025-02-27 10:33:00,Pending,Normal transaction,10,3,27,2,0,14344.91,8130.57,22,0.0766,0
5099,TXN00005099,313,Deposit,302.08,2025-02-20 02:05:00,Success,Normal transaction,2,3,20,2,0,1217.26,749.09,16,1.2217,0
5100,TXN00005100,185,Transfer,10274.13,2025-05-18 17:40:00,Success,Normal transaction,17,6,18,5,1,9155.73,6574.35,21,0.1701,0
5101,TXN00005101,168,Withdrawal,5457.95,2025-06-11 03:16:00,Success,Normal transaction,3,2,11,6,0,5542.8,4494.68,19,0.0189,0
5102,TXN00005102,115,IMPS,20273.72,2025-09-28 03:27:00,Success,Normal transaction,3,6,28,9,1,17975.7,11702.3,22,0.1964,0
5103,TXN00005103,105,Deposit,15373.08,2025-05-14 16:04:00,Success,Normal transaction,16,2,14,5,0,32242.01,17367.59,21,0.9713,0
5104,TXN00005104,209,Deposit,505.08,2025-04-09 20:05:00,Success,Normal transaction,20,2,9,4,0,718.77,460.37,26,0.4642,0
5105,TXN00005105,128,Deposit,17219.96,2025-11-30 03:43:00,Success,Normal transaction,3,6,30,11,1,25218.45,17947.98,32,0.4456,0
